supplier_id,supplier_name,supplier_region,supplier_rating,supplier_type,contact_value,onboarding_date,contact_email
188,Matthew Robinson,"['Europe', 'Europe', 'Middle East', 'Asia', 'Middle East']",3,"['Manufacturer', 'Manufacturer', 'Wholesaler']",16904.44,2016-07-30,ecalhoun@example.net
189,Tammy Fox,"['Africa', 'Africa']",1,"['Manufacturer', 'Distributor', 'Distributor']",40694.9,1976-07-17,rhess@example.org
190,Mark Espinoza,"['Europe', 'Europe', 'Middle East', 'Asia']",4,"['Supplier', 'Manufacturer']",28434.09,2023-03-28,bjohnson@example.com
191,Helen Byrd,"['Middle East', 'Asia', 'North America', 'North America']",3,['Distributor'],38159.23,1981-09-24,christinabautista@example.com
192,Tyler Meza,"['Africa', 'Europe', 'Middle East', 'Asia', 'Africa']",5,"['Manufacturer', 'Supplier', 'Supplier', 'Distributor']",15931.1,1983-12-27,wesleymoss@example.com
193,Devon Scott,"['Europe', 'Asia', 'Europe', 'North America']",4,"['Supplier', 'Manufacturer']",49556.31,2008-02-03,nmitchell@example.org
194,Christian Warner,['Asia'],4,"['Distributor', 'Manufacturer']",24271.71,1974-07-16,chelsey61@example.com
195,Elizabeth Hansen,"['Europe', 'Middle East']",4,['Wholesaler'],45289.29,2024-03-27,patty98@example.org
196,Emily Mccann,"['Africa', 'Africa', 'Africa', 'Asia']",4,"['Wholesaler', 'Supplier', 'Wholesaler', 'Supplier']",48024.8,1999-11-07,walkermichelle@example.net
197,Kevin Richards,"['Africa', 'Middle East', 'Europe']",3,"['Distributor', 'Wholesaler']",38770.76,1971-02-18,lance34@example.org
198,Gary Frost,"['North America', 'Europe', 'Europe']",2,"['Supplier', 'Distributor', 'Distributor']",48259.96,2025-02-12,patrickdyer@example.org
199,Robert Ward,"['Africa', 'Asia', 'Europe', 'Europe']",4,"['Supplier', 'Distributor', 'Supplier', 'Manufacturer']",21929.0,2002-05-03,fernandezalyssa@example.net
200,Christopher Wood,"['Europe', 'Asia', 'Africa', 'Middle East', 'North America']",4,['Manufacturer'],19025.98,1982-02-26,ashlee34@example.org
201,Andrea Walker,"['Asia', 'Middle East', 'North America', 'North America']",2,"['Supplier', 'Supplier', 'Wholesaler', 'Manufacturer']",11536.64,2006-08-28,joshuawilson@example.com
202,Jennifer Murphy,"['Asia', 'Africa', 'North America', 'Africa']",3,['Distributor'],37919.97,1979-12-11,richard37@example.org
203,Charles Dudley,"['Europe', 'Africa', 'Africa', 'Middle East', 'Africa']",4,"['Supplier', 'Wholesaler', 'Wholesaler', 'Distributor']",36300.76,1973-05-30,mrobles@example.org
204,James Gardner,"['Europe', 'Europe', 'Europe', 'Asia', 'Asia']",2,"['Distributor', 'Wholesaler', 'Wholesaler']",39386.85,2002-04-01,brian23@example.com
205,Carolyn Hubbard,"['Africa', 'Africa', 'Europe']",5,['Supplier'],11513.42,1995-08-07,hughesmary@example.org
206,Judy Castillo,"['Asia', 'Europe']",1,"['Distributor', 'Wholesaler', 'Supplier', 'Supplier']",25258.31,2021-06-16,patrickmoore@example.com
207,Lauren Page,"['Asia', 'Asia', 'Asia', 'Middle East', 'Africa']",5,"['Distributor', 'Distributor']",16429.54,2026-04-14,robert49@example.com
208,Karen Mckenzie,"['Europe', 'North America', 'Middle East']",4,['Supplier'],24702.36,2017-08-02,philipbaker@example.net
209,Kristen Cannon,"['Africa', 'Asia', 'Europe', 'Middle East', 'Asia']",5,['Manufacturer'],40838.07,1981-10-13,powellmarcus@example.com
210,Janice Simmons,"['North America', 'Africa', 'Europe', 'Middle East', 'Middle East']",1,"['Distributor', 'Wholesaler', 'Supplier', 'Wholesaler']",29085.62,2022-07-30,walkerjennifer@example.org
211,Aaron Bryant,['North America'],1,"['Distributor', 'Distributor']",17689.43,2013-02-02,gmcdonald@example.com
212,Shannon Romero,"['Asia', 'North America', 'North America', 'Africa', 'Asia']",2,"['Supplier', 'Distributor', 'Manufacturer']",44083.45,1981-07-15,christopherbarker@example.org
213,Matthew Johnson,"['Africa', 'Middle East', 'Middle East', 'Europe', 'Europe']",4,"['Distributor', 'Manufacturer']",15880.69,2025-02-18,ajohnson@example.com
214,Edward Martinez,"['Europe', 'Middle East', 'Europe']",3,"['Wholesaler', 'Distributor', 'Distributor']",14260.29,2000-09-11,msanchez@example.com
215,Jeffery Moore,['Africa'],3,"['Manufacturer', 'Supplier', 'Distributor']",35787.36,1974-08-16,cannonhannah@example.net
216,Anna Bates,"['Europe', 'North America']",4,"['Distributor', 'Distributor', 'Distributor']",44235.8,1979-12-04,robertrice@example.net
217,Denise Wilson,"['North America', 'Middle East', 'Europe', 'North America']",5,"['Wholesaler', 'Supplier']",19624.21,1984-04-15,yolanda61@example.com
218,Tammy Williams,"['Asia', 'Middle East', 'Asia', 'Europe', 'Africa']",1,['Wholesaler'],13463.31,1992-01-31,hartamanda@example.org
219,Kayla Wilson,"['North America', 'Asia']",4,['Distributor'],43409.35,2000-10-04,ivan23@example.org
220,David May,"['Africa', 'Africa', 'Europe']",4,['Manufacturer'],21055.49,1995-06-18,meadowsmichael@example.net
221,Ryan Montoya,"['Middle East', 'Middle East', 'Europe', 'Middle East', 'Asia']",2,"['Wholesaler', 'Supplier', 'Wholesaler']",20988.82,1991-06-17,christian12@example.org
222,Melanie Wood,"['Europe', 'Middle East']",4,['Supplier'],47233.44,1999-01-17,kmiller@example.net
223,Mr. Willie Lucas,"['Middle East', 'Africa']",3,"['Distributor', 'Manufacturer']",39654.74,1986-01-29,cummingsyolanda@example.net
224,Gerald Braun,"['Asia', 'Asia']",2,['Wholesaler'],39947.64,1978-03-27,taylorpaul@example.net
225,Robert Frederick,"['Middle East', 'North America']",4,"['Distributor', 'Manufacturer', 'Wholesaler']",37331.12,2020-09-25,ocalderon@example.net
226,Ashley Thomas,['Africa'],1,"['Distributor', 'Supplier']",12164.33,1983-08-07,collinslatoya@example.com
227,Nancy Nielsen,['Middle East'],1,"['Distributor', 'Manufacturer']",30270.79,2017-10-04,hbarrett@example.org
228,Kyle Hill,"['North America', 'Middle East', 'Asia']",3,"['Distributor', 'Wholesaler', 'Wholesaler']",33368.59,1978-08-26,stephen73@example.org
229,Allen Harper,"['Middle East', 'Africa', 'North America']",1,"['Wholesaler', 'Wholesaler', 'Manufacturer']",41177.93,1975-09-25,kimberly82@example.net
230,Mrs. Mary Scott,['Middle East'],2,['Manufacturer'],30981.91,1972-04-27,robert56@example.com
231,Joshua Pierce,"['Africa', 'Africa']",5,"['Wholesaler', 'Wholesaler']",34367.67,2016-10-24,brandtricky@example.org
232,Allison Leach,"['Middle East', 'Africa']",3,"['Supplier', 'Wholesaler', 'Supplier', 'Wholesaler']",29091.34,1975-04-23,michele18@example.org
233,Teresa Daniels,"['Asia', 'Asia', 'Europe', 'North America', 'Asia']",3,"['Distributor', 'Supplier', 'Distributor', 'Wholesaler']",15217.23,2021-08-08,josephlambert@example.org
234,Kiara Love,"['Middle East', 'Africa', 'Middle East', 'North America']",2,"['Distributor', 'Manufacturer', 'Manufacturer', 'Manufacturer']",24957.7,1981-12-28,nathan85@example.net
235,Rhonda Snyder,"['Middle East', 'North America', 'Africa', 'Middle East']",4,['Manufacturer'],42709.46,1985-12-01,leesara@example.net
236,Timothy Nguyen,"['Europe', 'Asia', 'Asia', 'Africa', 'Asia']",1,['Wholesaler'],33649.57,2015-01-13,isaacbarnes@example.org
237,Michael Wong,['North America'],5,"['Distributor', 'Supplier', 'Distributor']",41670.16,2013-09-28,kjackson@example.net
238,Joseph Lopez,['Asia'],4,['Manufacturer'],43000.58,1974-09-25,kevinblack@example.org
239,Robert Howell,['Asia'],1,['Wholesaler'],13980.15,1970-08-11,rebecca65@example.net
240,Carl Gray,"['Asia', 'Africa', 'North America']",1,"['Manufacturer', 'Wholesaler']",22043.62,2012-04-27,daleanderson@example.com
241,Jimmy Lucas,"['Africa', 'Asia']",4,"['Manufacturer', 'Wholesaler']",33134.39,1979-11-22,fschmidt@example.net
242,Richard Peterson,"['Africa', 'Africa', 'North America', 'North America']",1,"['Manufacturer', 'Manufacturer', 'Wholesaler', 'Supplier']",11831.5,1975-06-11,karenmiles@example.org
243,James Newton,"['Middle East', 'Asia', 'Africa']",4,['Manufacturer'],41867.59,2008-04-01,jconway@example.net
244,Sarah Wheeler,"['Europe', 'Middle East', 'North America', 'Middle East']",2,"['Manufacturer', 'Distributor', 'Distributor', 'Manufacturer']",44933.61,1997-08-21,rgraham@example.org
245,Michael Hayes,"['Middle East', 'Africa', 'Middle East']",2,['Manufacturer'],33009.76,1975-03-23,matthew04@example.net
246,Jamie Ward,"['Asia', 'Asia', 'Africa', 'Asia', 'Africa']",3,"['Wholesaler', 'Supplier', 'Distributor']",10787.42,1985-10-12,eporter@example.com
247,Denise Rodriguez,['Africa'],1,['Wholesaler'],38334.71,2013-11-16,escobarmichael@example.org
248,Melissa Blankenship,['Africa'],4,['Manufacturer'],26699.88,1972-09-07,isaiah38@example.org
249,Thomas Mccann,"['Europe', 'Middle East', 'Asia']",2,"['Supplier', 'Manufacturer']",12925.84,1970-10-18,kellyevans@example.com
250,Ronald Soto,"['Middle East', 'Middle East', 'North America', 'Europe', 'Africa']",4,"['Wholesaler', 'Distributor']",21682.23,1972-11-21,warrenkristina@example.net
251,Isaac Macias,"['Europe', 'North America']",1,['Manufacturer'],20450.5,2023-03-27,gillkatrina@example.net
252,Michelle Stevens,['Europe'],4,"['Manufacturer', 'Distributor']",38597.94,2012-12-25,karen21@example.org
253,Casey Berger MD,"['Middle East', 'Europe']",3,"['Wholesaler', 'Supplier', 'Supplier']",47740.15,1995-12-03,wjordan@example.org
254,Teresa Smith,"['Africa', 'Europe']",4,"['Wholesaler', 'Wholesaler', 'Distributor', 'Supplier']",28946.75,2014-12-11,davidcaldwell@example.net
255,Michael Mccoy,"['Africa', 'Africa', 'Europe', 'North America']",3,"['Manufacturer', 'Distributor', 'Supplier', 'Manufacturer']",49309.78,2013-03-31,natalieoneal@example.net
256,Amanda Christensen,"['Europe', 'Asia', 'North America']",1,"['Manufacturer', 'Manufacturer', 'Manufacturer']",19742.58,2014-03-23,jcampbell@example.net
257,Kelly Drake,"['Asia', 'Middle East']",5,['Supplier'],25169.01,2003-12-10,melissadiaz@example.com
258,Benjamin Smith,"['Middle East', 'Asia', 'Middle East', 'Middle East']",5,"['Supplier', 'Supplier']",15813.61,1980-12-29,tdyer@example.org
259,Kristin Carlson,"['North America', 'Europe', 'Africa']",2,['Supplier'],29280.14,2015-08-06,blairlisa@example.net
260,Elizabeth Burch,"['Middle East', 'North America']",3,"['Manufacturer', 'Supplier', 'Manufacturer']",35410.83,2015-10-21,jordan94@example.org
261,Alexis Young,['Europe'],5,['Manufacturer'],46826.75,1988-05-07,sarahfields@example.com
262,William Brooks,"['Middle East', 'Asia', 'Europe']",2,"['Wholesaler', 'Supplier', 'Distributor']",33748.0,1990-03-27,proman@example.com
263,Andrew Ortiz,"['Africa', 'Middle East', 'North America', 'Europe', 'Asia']",3,['Wholesaler'],15946.25,2008-11-15,matthewblack@example.net
264,Katherine House,"['Asia', 'Middle East', 'Asia']",2,"['Distributor', 'Distributor', 'Manufacturer', 'Wholesaler']",41960.15,2005-04-27,samuel80@example.org
265,Kathryn Schneider,"['Asia', 'Europe']",2,"['Distributor', 'Distributor', 'Supplier']",12943.92,2017-10-14,maryerickson@example.net
266,Brenda Rasmussen,"['Middle East', 'Europe']",2,"['Wholesaler', 'Supplier']",45509.86,2005-05-29,ryansosa@example.com
267,Stephanie Smith,['North America'],3,"['Distributor', 'Supplier', 'Distributor']",42528.86,1997-08-19,karenbowers@example.net
268,Michael Miller,"['Africa', 'Asia']",5,['Wholesaler'],19318.4,1983-11-18,tonywright@example.net
269,Nicholas Thompson,"['North America', 'Middle East', 'Europe', 'Africa', 'Middle East']",2,['Supplier'],35560.25,2022-09-24,alyssawebb@example.org
270,Tina Hernandez,"['Asia', 'Africa', 'Africa']",2,"['Distributor', 'Supplier', 'Manufacturer']",26895.73,1973-02-02,ritapearson@example.com
271,John Hahn,"['Asia', 'North America', 'North America', 'Middle East']",3,"['Supplier', 'Manufacturer']",47494.09,1973-03-11,adrianbaxter@example.com
272,Steven Butler,['Europe'],4,"['Wholesaler', 'Supplier']",24399.48,1992-03-02,justinchavez@example.net
273,Philip Henderson,"['Europe', 'Europe', 'Europe']",2,"['Manufacturer', 'Distributor', 'Distributor']",41204.74,1989-03-04,amanda80@example.net
274,Brittney Trevino,"['Middle East', 'Asia']",2,['Supplier'],47810.43,2000-02-28,allisonboyd@example.org
275,Roy Thornton,"['Africa', 'North America', 'North America', 'Middle East', 'Asia']",4,"['Manufacturer', 'Manufacturer']",41126.27,2006-04-21,robert45@example.org
276,Mario Munoz,"['Europe', 'Middle East', 'Africa', 'North America', 'Africa']",3,"['Manufacturer', 'Distributor']",14498.09,1985-02-10,barberlarry@example.net
277,Barbara Palmer,"['Asia', 'Asia', 'Asia', 'Asia']",4,['Distributor'],12217.48,2000-01-30,qmay@example.org
278,Melissa Jones,"['Asia', 'Africa', 'Asia']",2,"['Manufacturer', 'Supplier']",29237.17,1989-06-27,grossdonald@example.net
279,Joshua Ferguson,"['North America', 'Asia', 'Asia', 'Europe', 'Africa']",3,"['Supplier', 'Supplier']",14310.07,2006-06-02,tiffany55@example.org
280,Scott Faulkner,"['Africa', 'Africa', 'Africa', 'North America', 'Asia']",3,"['Supplier', 'Wholesaler']",29669.31,2018-09-30,dwaynegibson@example.com
281,Sarah Edwards,['North America'],3,['Distributor'],31523.14,1973-09-06,urusso@example.net
282,Gregory Hines,"['North America', 'Africa', 'Africa', 'Asia', 'Asia']",3,['Supplier'],13258.34,1997-03-07,robertaustin@example.net
283,Jennifer Lewis,['North America'],2,"['Manufacturer', 'Distributor']",24664.71,2015-02-14,nicole85@example.net
284,Scott Powers,['Africa'],3,"['Wholesaler', 'Supplier', 'Supplier']",24090.0,1990-02-13,kylehicks@example.com
285,Taylor Barker,"['Middle East', 'North America']",3,"['Wholesaler', 'Wholesaler', 'Supplier']",13510.24,1970-08-10,hernandezsandra@example.net
286,Tiffany Taylor,"['Asia', 'Africa', 'Asia', 'Europe', 'Europe']",4,"['Distributor', 'Distributor', 'Distributor', 'Supplier']",12373.58,1982-09-25,apearson@example.net
287,Brittany Wright,"['Asia', 'Africa']",4,"['Wholesaler', 'Supplier']",14308.35,2020-02-16,taraaustin@example.net
288,Kimberly Carter,"['North America', 'North America', 'Europe', 'Europe']",3,"['Wholesaler', 'Supplier']",21386.54,2002-03-19,michael61@example.net
289,Jillian Caldwell,"['Middle East', 'Asia', 'Middle East', 'Africa', 'Africa']",3,"['Manufacturer', 'Supplier']",14904.43,2010-07-21,zford@example.com
290,Amy Kidd,"['Middle East', 'Middle East', 'North America', 'North America']",4,"['Manufacturer', 'Supplier', 'Wholesaler']",18192.86,1973-03-23,uwillis@example.org
291,Darryl Adams,"['Europe', 'Africa']",3,"['Distributor', 'Distributor', 'Distributor', 'Distributor']",29157.04,2021-09-14,robertsjennifer@example.com
292,Christopher Hall,"['Middle East', 'Europe']",2,['Supplier'],22148.01,1988-01-08,hendricksbilly@example.org
293,Victoria Clark,"['Europe', 'Europe', 'Europe']",3,"['Distributor', 'Distributor']",49819.32,2011-01-02,zstewart@example.org
294,Ashley Sellers,"['Africa', 'Asia', 'Middle East']",1,"['Wholesaler', 'Supplier', 'Distributor']",40121.34,2026-03-14,goodwinvanessa@example.com
295,Jamie Baker,"['Africa', 'Europe', 'Middle East']",4,"['Wholesaler', 'Distributor', 'Supplier', 'Wholesaler']",47708.03,2008-12-21,nyoung@example.org
296,Jake Miller,"['Asia', 'Europe', 'Middle East', 'North America', 'North America']",4,['Distributor'],32949.1,1992-03-28,melissapowers@example.com
297,Anne Sandoval,['North America'],3,"['Manufacturer', 'Manufacturer', 'Supplier', 'Manufacturer']",26656.46,2009-12-19,carol76@example.org
298,Bruce Williams,['Asia'],4,"['Distributor', 'Wholesaler', 'Manufacturer']",13499.63,1984-12-01,ambermorales@example.org
299,Amanda Gutierrez,['Africa'],4,"['Distributor', 'Supplier', 'Supplier']",21345.14,2006-06-10,james05@example.com
300,Tabitha Smith,"['Asia', 'Middle East', 'Africa', 'Africa', 'Middle East']",3,['Supplier'],33167.41,2001-07-24,matthewsdeborah@example.com
301,Kimberly Sutton,['North America'],3,"['Distributor', 'Distributor']",48214.36,1991-11-23,michelle18@example.org
302,Jessica Anderson,"['Africa', 'Middle East']",2,['Supplier'],27392.15,2013-06-24,shafferstephen@example.com
303,Samantha Frye,"['Europe', 'Europe', 'Africa']",5,"['Manufacturer', 'Wholesaler', 'Supplier']",13084.88,1987-05-27,kevin30@example.com
304,Sarah Pope,"['Europe', 'Europe', 'Middle East', 'Middle East']",4,"['Wholesaler', 'Manufacturer']",42308.74,2009-06-13,smartin@example.org
305,Elizabeth Mcclure,"['Asia', 'Africa', 'Europe']",4,"['Supplier', 'Wholesaler']",47112.09,1982-11-05,kingshannon@example.net
306,Dr. Kevin Fowler,"['North America', 'North America']",2,['Wholesaler'],27804.94,1987-06-07,eric07@example.com
307,Tyler Hanna,"['Asia', 'Europe']",4,"['Supplier', 'Distributor', 'Supplier']",15985.1,2000-09-17,henry60@example.com
308,Crystal Erickson,"['Middle East', 'Middle East']",4,"['Supplier', 'Supplier']",13974.12,2009-08-19,qsmith@example.org
309,Justin Diaz,"['Africa', 'Africa']",1,"['Supplier', 'Wholesaler', 'Supplier']",14542.66,1997-10-15,flynch@example.net
310,Nicole Peterson,"['Middle East', 'Africa']",1,"['Wholesaler', 'Manufacturer', 'Supplier', 'Wholesaler']",44993.11,2000-09-03,dicksonmichael@example.org
311,Emma Mcfarland,"['Africa', 'Middle East', 'Asia', 'Middle East']",3,"['Distributor', 'Wholesaler', 'Manufacturer']",12127.25,2010-08-22,hyang@example.net
312,Andrew Rivas,"['Asia', 'North America', 'Middle East']",5,"['Supplier', 'Wholesaler', 'Supplier', 'Supplier']",41969.67,1995-08-24,robertmurray@example.com
313,Elizabeth Tate,['Asia'],2,"['Supplier', 'Manufacturer', 'Distributor']",49567.41,2010-12-25,asmith@example.com
314,Katrina Knox,"['Africa', 'North America', 'Middle East']",2,['Wholesaler'],39340.75,1999-03-16,christopher23@example.com
315,Paul Holland,"['North America', 'Europe']",3,"['Supplier', 'Manufacturer']",34600.5,1982-09-03,steven83@example.com
316,Christopher Shea,"['Europe', 'Africa']",2,"['Distributor', 'Manufacturer', 'Wholesaler', 'Distributor']",35776.38,2025-07-09,bonnie51@example.com
317,Clifford Brewer,['Middle East'],3,"['Supplier', 'Wholesaler']",30488.47,2000-12-21,jerryterrell@example.net
318,Kathleen Campbell,['Middle East'],1,['Distributor'],10516.72,2022-06-02,cynthia60@example.com
319,Jason Lam,['Middle East'],3,['Manufacturer'],41379.57,1973-04-23,barberkatrina@example.org
320,Melissa Jones,"['Asia', 'Europe', 'Africa', 'Europe', 'North America']",4,"['Supplier', 'Distributor', 'Distributor']",29836.01,1988-02-04,martinamanda@example.net
321,Margaret Flores,"['Middle East', 'North America', 'Asia']",2,"['Wholesaler', 'Distributor', 'Wholesaler']",16422.02,2005-12-12,mcclainbrian@example.net
322,Steven Sanchez,"['Europe', 'Africa', 'Europe', 'Europe', 'Europe']",2,"['Supplier', 'Supplier', 'Manufacturer', 'Distributor']",29175.85,1979-12-01,diane69@example.org
323,David Smith,['North America'],4,"['Manufacturer', 'Distributor']",43349.98,2004-03-07,charles51@example.org
324,James Anderson,"['Europe', 'North America', 'North America']",4,['Manufacturer'],20235.12,2011-03-13,anthony02@example.com
325,Jessica Bauer,"['Africa', 'Africa']",1,['Manufacturer'],39544.47,1985-12-16,colton56@example.com
326,Jimmy Davis,"['Africa', 'Europe', 'Asia']",4,"['Wholesaler', 'Manufacturer']",14506.45,1986-04-06,jonkim@example.net
327,Lindsay Coleman,"['Middle East', 'North America', 'Middle East', 'Asia', 'North America']",5,"['Supplier', 'Manufacturer', 'Distributor']",38444.67,2022-02-04,davidlee@example.com
328,John Ortiz,"['Europe', 'Europe', 'Africa']",4,"['Distributor', 'Supplier', 'Supplier', 'Wholesaler']",30736.19,1992-03-19,rebeccagilmore@example.org
329,Paige Johnson,['North America'],2,"['Distributor', 'Wholesaler', 'Distributor', 'Wholesaler']",33640.23,2024-02-10,mckenzielinda@example.com
330,Andre Strickland,['Africa'],4,"['Wholesaler', 'Manufacturer']",18649.84,2001-12-17,brewerrichard@example.com
331,Tracy Osborne,"['North America', 'Europe', 'North America', 'Middle East']",2,"['Manufacturer', 'Wholesaler', 'Manufacturer']",17626.23,2015-07-05,vjohnson@example.net
332,Kevin Hall,"['Middle East', 'Africa', 'North America', 'Europe']",2,"['Manufacturer', 'Supplier', 'Distributor']",12264.7,2013-11-13,patellawrence@example.net
333,Ronald Peters,"['Middle East', 'Africa', 'Asia']",3,"['Supplier', 'Distributor', 'Manufacturer', 'Distributor']",36530.91,1992-05-15,wolfstephanie@example.org
334,Michelle Ellison,"['Asia', 'North America', 'North America', 'North America']",2,"['Distributor', 'Manufacturer', 'Wholesaler', 'Wholesaler']",44165.8,1980-09-26,kschultz@example.org
335,Patricia Freeman,"['Europe', 'Asia', 'North America']",1,"['Distributor', 'Manufacturer', 'Wholesaler']",28228.44,2017-11-30,rebecca89@example.com
336,Deanna Edwards,"['Europe', 'Africa', 'Asia']",3,"['Wholesaler', 'Supplier', 'Supplier', 'Wholesaler']",47679.64,2016-03-08,thompsonwilliam@example.net
337,Trevor Woods,['Europe'],1,"['Distributor', 'Distributor', 'Wholesaler', 'Manufacturer']",27924.2,2024-03-19,huntkevin@example.net
338,Kimberly Taylor,['North America'],4,['Wholesaler'],35970.88,2022-10-24,leonard41@example.com
339,Lauren Barry,"['North America', 'Middle East', 'Africa', 'Asia', 'Middle East']",2,['Wholesaler'],18281.12,1995-11-13,erik21@example.com
340,Paul Smith,"['Africa', 'Africa']",5,"['Supplier', 'Supplier', 'Supplier', 'Supplier']",32557.54,1978-05-17,lfox@example.org
341,Dakota Potts,"['Africa', 'Africa', 'Middle East']",4,"['Manufacturer', 'Wholesaler', 'Wholesaler', 'Wholesaler']",30920.12,1983-01-19,nathanielmartin@example.org
342,Hannah Olson,"['Asia', 'Asia', 'Middle East']",2,"['Distributor', 'Manufacturer']",22455.03,2024-09-17,vscott@example.org
343,Jennifer Riley,['Europe'],1,['Manufacturer'],25124.2,2001-07-14,terrylaura@example.com
344,Ann Hampton,['Asia'],4,['Supplier'],19660.33,2005-11-07,bendergrace@example.net
345,Emily Snyder,"['Europe', 'Africa']",2,"['Wholesaler', 'Supplier', 'Supplier', 'Distributor']",19544.41,1997-08-12,heidiking@example.net
346,Jamie Washington,"['North America', 'Middle East', 'Africa', 'Africa']",1,"['Wholesaler', 'Supplier', 'Manufacturer', 'Distributor']",10084.38,1990-01-24,simstyler@example.org
347,Frederick Martinez,"['North America', 'Middle East', 'Asia', 'Africa']",2,"['Supplier', 'Manufacturer', 'Supplier']",28341.61,2020-06-23,michael79@example.org
348,William Lewis,"['Europe', 'Middle East', 'Africa', 'North America']",1,['Distributor'],13267.69,2007-01-22,evansian@example.com
349,Amy Anderson,"['North America', 'Asia', 'Africa']",5,"['Supplier', 'Supplier', 'Distributor', 'Wholesaler']",48490.66,1979-09-01,ramosjoshua@example.com
350,Caitlin Mccormick,['North America'],2,"['Wholesaler', 'Manufacturer', 'Supplier', 'Wholesaler']",16534.69,1977-02-06,gerald81@example.com
351,Curtis Webb,['Asia'],1,['Supplier'],42008.06,1981-12-06,andrew84@example.net
352,Michael Rios,"['Middle East', 'Africa']",3,"['Distributor', 'Manufacturer', 'Wholesaler']",16882.13,2013-06-29,renee85@example.com
353,Michelle Chambers,"['Europe', 'North America', 'Europe']",3,"['Manufacturer', 'Wholesaler']",12577.08,2021-05-27,pottsjohn@example.org
354,Mitchell Mcmillan,"['Europe', 'Middle East', 'North America']",3,"['Wholesaler', 'Supplier']",21032.23,1982-09-11,michelle92@example.net
355,Joshua Hall,"['Asia', 'Middle East', 'Africa', 'Middle East']",4,"['Manufacturer', 'Manufacturer', 'Supplier', 'Distributor']",34232.37,1995-12-31,jrice@example.com
356,Sarah Harris,['Asia'],2,"['Supplier', 'Distributor', 'Distributor', 'Wholesaler']",35234.36,2020-05-09,nashbilly@example.net
357,Jessica Hill,"['Africa', 'Asia', 'North America']",3,"['Wholesaler', 'Wholesaler', 'Supplier', 'Supplier']",10412.27,2001-11-25,charlottemitchell@example.org
358,Alyssa Hawkins,"['Africa', 'Asia', 'Asia']",4,"['Distributor', 'Distributor', 'Distributor', 'Manufacturer']",10362.7,2005-02-19,hayesjenny@example.org
359,Julie Gentry,"['Middle East', 'Africa', 'Africa', 'North America']",2,"['Distributor', 'Supplier']",23735.1,1992-02-14,santostasha@example.org
360,Amber Herrera,"['Asia', 'Africa', 'Middle East', 'Africa']",3,"['Supplier', 'Supplier']",32261.23,1973-01-07,fitzgeraldjason@example.net
361,Megan Frank,"['Asia', 'Middle East']",4,['Supplier'],46287.65,1993-07-25,cramos@example.com
362,Jack Sloan,"['Middle East', 'North America']",3,['Manufacturer'],30697.84,1986-08-13,onewton@example.org
363,Andrea Adams,"['Middle East', 'North America']",4,['Supplier'],49642.72,2010-08-26,ashleyjones@example.org
364,Cynthia Young,['Asia'],2,"['Wholesaler', 'Distributor']",24204.16,2015-07-30,scollier@example.org
365,Erin Booth,"['Asia', 'Middle East', 'Middle East']",1,"['Manufacturer', 'Manufacturer', 'Manufacturer', 'Distributor']",19959.47,2020-07-11,egarcia@example.org
366,Elizabeth Glover,"['Middle East', 'Europe', 'Africa', 'Asia']",5,['Wholesaler'],25650.48,1987-03-17,ejohnson@example.com
367,Robert Weaver,['North America'],4,"['Distributor', 'Wholesaler', 'Wholesaler']",30716.39,1992-02-03,kimberlyjohnson@example.com
368,Joe Olson,['Africa'],2,"['Wholesaler', 'Distributor']",19589.48,2025-11-23,poneal@example.net
369,Pamela Drake,"['Asia', 'North America']",4,"['Wholesaler', 'Distributor']",35958.33,1997-10-10,pdrake@example.com
370,Keith Johns,"['Asia', 'North America']",5,"['Distributor', 'Supplier']",15290.22,1990-09-16,hopkinsraymond@example.org
371,Craig Smith,"['Africa', 'Middle East', 'Middle East', 'North America']",4,"['Wholesaler', 'Manufacturer', 'Manufacturer', 'Distributor']",33959.66,2020-02-04,heather96@example.org
372,Thomas Dunn,"['Europe', 'Middle East', 'Europe', 'Asia', 'Asia']",3,"['Distributor', 'Manufacturer', 'Supplier']",31119.16,1996-04-19,jacqueline33@example.com
373,Erin Ramos,"['Asia', 'North America', 'Africa']",3,['Manufacturer'],45614.4,1991-10-20,michael39@example.net
374,David Ford,"['Middle East', 'Middle East', 'Europe', 'Europe', 'Africa']",2,"['Supplier', 'Wholesaler', 'Distributor', 'Manufacturer']",25494.7,1972-10-25,cody83@example.org
375,Jennifer Hill MD,"['Middle East', 'North America', 'Africa']",3,"['Manufacturer', 'Supplier', 'Distributor']",47051.61,1993-10-25,robinnunez@example.com
376,Andrew Garner,"['Middle East', 'Africa', 'Middle East', 'Asia', 'Asia']",4,['Wholesaler'],19175.36,2010-07-01,armstrongjoshua@example.net
377,Thomas Jimenez,"['North America', 'North America', 'Middle East', 'North America', 'Middle East']",4,"['Wholesaler', 'Manufacturer']",32134.82,1977-04-10,melissa04@example.com
378,Heidi May,"['Africa', 'Africa', 'Middle East']",4,['Wholesaler'],47827.28,1979-02-03,fblack@example.com
379,Jennifer Roach,"['Asia', 'Asia', 'Asia']",2,"['Manufacturer', 'Wholesaler']",46360.02,1970-08-05,theresarodriguez@example.com
380,Jennifer Walker,"['Middle East', 'Europe', 'North America', 'Asia']",4,['Supplier'],22906.5,1978-04-20,hubersharon@example.org
