supplier_id,supplier_name,supplier_region,supplier_rating,supplier_type,contract_value,onboarding_date,contact_email
314,Brittany Daniel,Europe,3,Distributor,21421.46,2023-04-29,kim37@example.com
315,Joel Garcia,Asia,3,Distributor,29768.33,2006-07-10,ramirezcharles@example.net
316,Mrs. Diana Ramirez,North America,3,Supplier,12583.43,1996-10-25,coxbrian@example.org
317,Amanda Daniels,Middle East,5,Wholesaler,40323.12,1990-12-21,terrycory@example.org
318,Shelby Castillo,Asia,4,Manufacturer,46369.94,2011-03-21,lisa54@example.org
319,Michael Harris,North America,3,Wholesaler,35629.66,2012-12-25,davidhumphrey@example.org
320,Alejandra Patterson,Middle East,5,Distributor,16073.3,1994-09-06,johnsonvanessa@example.org
321,Courtney Williams,Asia,5,Wholesaler,23284.93,2003-09-04,swilliams@example.org
322,Dillon Simmons,Europe,1,Manufacturer,47702.76,1989-12-16,zachary93@example.org
323,James Martinez,Middle East,2,Manufacturer,22147.95,2017-04-23,hsmith@example.com
324,Carl Davis,Middle East,3,Wholesaler,48229.04,1999-01-20,kathrynconner@example.com
325,Samuel Gilmore,Europe,3,Distributor,49699.26,2013-12-24,kathleengilmore@example.com
326,Felicia Valencia,North America,4,Manufacturer,31093.18,2021-08-30,sylviashannon@example.org
327,Laura Johnson,Africa,3,Manufacturer,14814.44,1987-07-08,joshuadonovan@example.com
328,Brent Nguyen,North America,3,Supplier,44377.41,1997-09-03,bradleyjordan@example.org
329,Dana Johnston,Middle East,2,Wholesaler,26091.06,1983-05-24,rschwartz@example.com
330,Crystal Jones,Europe,1,Distributor,17578.7,2005-12-31,amber25@example.com
331,Laura Campbell,North America,3,Supplier,26050.68,2022-12-23,tcollins@example.org
332,Jennifer Snyder,Europe,4,Manufacturer,21108.79,1976-01-06,qjones@example.com
333,Johnny Cruz,Europe,1,Manufacturer,36748.53,2007-07-31,hannah77@example.com
334,Christian Cruz,Europe,2,Wholesaler,18257.29,1978-05-20,brittanylopez@example.net
335,Breanna Bonilla,Africa,3,Supplier,10991.59,2012-07-21,marylin@example.com
336,Dawn Logan,Europe,3,Manufacturer,38603.54,1995-05-04,oflores@example.org
337,Steven Moore,Middle East,4,Wholesaler,20983.09,2017-12-06,seanwashington@example.net
338,William Wilson,North America,3,Wholesaler,44865.71,2014-02-20,antonio72@example.org
339,Angela Edwards,Middle East,2,Wholesaler,36513.52,2012-12-16,andrew72@example.org
340,Stephanie Rodriguez,Middle East,3,Distributor,13734.27,2017-06-29,adamedwards@example.net
341,Joel Keller,Africa,5,Manufacturer,45790.2,2023-07-23,qweaver@example.com
342,Danielle Ritter,Asia,4,Manufacturer,33546.77,1984-01-27,mzimmerman@example.net
343,Robert Montes,North America,4,Wholesaler,15748.23,1978-11-06,gjohnson@example.com
344,Ann Owens,Asia,1,Distributor,47616.93,1996-02-08,arthurbrown@example.net
345,Jennifer Adams,Asia,3,Supplier,48091.1,2013-07-25,julie32@example.com
346,Emily Horn,Europe,4,Distributor,17752.62,1985-12-14,jennifer53@example.org
347,Alexander Wallace,North America,2,Manufacturer,11362.05,2004-03-30,anthonyortiz@example.net
348,Steven Willis,Asia,5,Wholesaler,12774.75,2016-02-07,tammy28@example.net
349,Aaron Jones,Middle East,2,Wholesaler,22120.18,2023-04-02,alexandria13@example.com
350,Dana Jordan,Europe,2,Wholesaler,42349.74,2026-02-01,chavezjohn@example.com
351,Mike Rodriguez,North America,3,Distributor,38970.83,1995-07-15,timothydouglas@example.net
352,Johnathan Guzman,Middle East,2,Wholesaler,40930.39,1983-04-11,jbarrera@example.org
353,Jeffrey Larsen,Asia,3,Manufacturer,33184.1,2001-03-26,jamesjacobson@example.net
354,Jeffrey Bradford,Africa,4,Manufacturer,14158.89,1995-02-20,dawn27@example.org
355,Robert Boyd,Africa,3,Distributor,46481.83,2016-05-06,ecarr@example.com
356,Devon Taylor MD,Africa,3,Distributor,30983.9,1970-01-21,terrihenderson@example.com
357,Matthew Singh,Asia,3,Supplier,15855.03,1977-04-07,nlewis@example.net
358,Caroline Johnson,Middle East,1,Distributor,46047.24,2018-03-29,matthew21@example.net
359,Tara Rangel,Europe,4,Wholesaler,42260.4,1998-12-09,christinamason@example.com
360,Brenda Fisher,Europe,1,Distributor,22792.5,2003-09-04,matthew45@example.org
361,Johnny Sanchez,North America,4,Wholesaler,40168.11,2022-07-02,kberry@example.org
362,Jessica Henderson,Middle East,5,Manufacturer,16173.35,1988-01-18,daltongarcia@example.org
363,Amy Sweeney,Asia,5,Wholesaler,25633.3,2020-08-02,michaelhansen@example.net
364,Joshua Brown,North America,2,Manufacturer,43881.56,1985-02-15,kayla35@example.org
365,Maria Stewart,Africa,4,Wholesaler,21208.09,1971-06-25,pamelahart@example.org
366,Christy Oliver,North America,2,Distributor,26222.06,1971-05-23,vsanchez@example.org
367,Brandy Chavez,North America,4,Supplier,25317.31,1994-04-11,rcarter@example.net
368,Eric Peters,Europe,5,Wholesaler,48946.93,1994-02-07,ujackson@example.net
369,Thomas Hall,Africa,2,Wholesaler,16044.7,1971-08-13,johnsonangela@example.net
370,Steven Stephens,Asia,2,Manufacturer,25217.01,2023-04-20,guzmandaryl@example.com
371,Matthew Nelson,Middle East,4,Manufacturer,12615.18,1986-03-22,hdiaz@example.org
372,Victoria Chen,Asia,4,Manufacturer,39704.17,1989-08-15,robin38@example.org
373,Anthony Hernandez,North America,4,Wholesaler,45989.54,2000-04-09,lance70@example.com
374,Jacqueline Coleman,Europe,3,Distributor,26975.08,1972-05-16,kramerlaurie@example.org
375,Megan Reeves,Asia,1,Manufacturer,32538.91,1992-08-03,reyesmelissa@example.com
376,Duane Kennedy,Europe,1,Manufacturer,20845.67,1999-05-12,andrewberry@example.org
377,Jillian Phillips,Africa,4,Distributor,14161.04,2016-11-24,emily79@example.com
378,Lisa Pena,Middle East,2,Wholesaler,42449.66,1972-02-24,alexander86@example.org
379,Kevin Wright,Middle East,2,Distributor,12508.8,1972-07-07,mitchellbrian@example.com
380,Grace Villanueva,Africa,1,Distributor,24971.98,1975-07-04,adammcclain@example.net
381,Robert Mercer,Asia,5,Supplier,15637.3,1973-08-05,jnixon@example.com
382,Cody Richardson PhD,Europe,1,Wholesaler,22928.36,1991-01-07,bruce53@example.net
383,Jerry Smith,North America,5,Supplier,13720.67,2000-01-09,michael10@example.org
384,Ms. Kristi Allison,Africa,3,Supplier,33127.25,2005-03-05,udixon@example.org
385,Gregory Charles,North America,3,Manufacturer,12076.74,2012-05-28,williamsamy@example.org
386,Daniel Sweeney,North America,3,Supplier,26630.83,1983-02-12,vjimenez@example.org
387,James Brooks,Asia,3,Supplier,19071.94,1997-07-21,alicia56@example.org
388,Dawn Howard,Asia,4,Manufacturer,37951.52,2007-10-30,mary91@example.net
389,Eric Boyd,North America,5,Wholesaler,16013.21,1991-11-15,monroedylan@example.org
390,Kaitlyn Carlson,North America,4,Wholesaler,25519.06,1993-02-18,ycooper@example.net
391,Hannah Scott,North America,3,Manufacturer,32436.57,2015-05-19,lisa90@example.net
392,Annette Mayer,Europe,3,Distributor,46303.25,2006-12-26,wsmall@example.com
393,Andrew Johnson MD,Africa,3,Distributor,34016.56,1980-03-07,sampsondawn@example.org
394,Matthew Garcia,Asia,5,Distributor,33028.6,2013-06-10,justin95@example.net
395,Eric Williams,Europe,4,Distributor,30453.23,2026-02-28,ccaldwell@example.com
396,Andrew Moore,Africa,3,Wholesaler,17614.76,2025-02-12,brewermaria@example.org
397,William Kim,Africa,5,Supplier,30918.8,1996-09-14,tanya16@example.com
398,Chase Jones,Asia,2,Manufacturer,46967.31,2014-06-20,diaznicole@example.org
399,Jessica Wallace,Asia,4,Distributor,34145.58,1995-10-16,lindamullins@example.com
400,Paul Orozco,Europe,2,Manufacturer,42505.35,1978-07-18,miguelmitchell@example.com
401,Joseph Pierce,Africa,3,Supplier,47562.85,2001-02-25,jacobmiller@example.com
402,Michelle Hernandez,Europe,2,Distributor,33431.56,1979-06-05,mariahharris@example.org
403,Colleen Matthews,Middle East,3,Distributor,48946.29,1988-04-26,maddoxemma@example.org
404,John Acevedo,Asia,4,Manufacturer,19990.95,1998-05-08,matthewrodriguez@example.com
405,Angela Petty,North America,3,Wholesaler,21819.61,1975-07-21,ltorres@example.net
406,Mr. Andrew Moss,Africa,2,Distributor,10223.75,1991-08-05,bishopashley@example.org
407,Veronica Guerrero,Middle East,2,Wholesaler,32795.04,1971-09-25,arthur20@example.com
408,Corey Hicks,Middle East,3,Manufacturer,36471.08,1999-12-03,amelendez@example.com
409,Juan Diaz,Middle East,5,Wholesaler,34698.08,2022-04-08,agardner@example.com
410,Christopher Esparza,Africa,3,Wholesaler,47691.19,1970-05-08,heidiolson@example.org
411,Nancy Adams,North America,3,Supplier,18614.55,2013-06-30,charlesyates@example.com
412,Courtney Hunt,Europe,4,Supplier,22338.88,1976-12-05,bowmanpamela@example.net
413,Thomas Graham,Europe,5,Wholesaler,48254.35,1977-11-04,johnryan@example.org
414,Justin Quinn,Africa,3,Supplier,42984.64,2023-08-24,morganlinda@example.net
415,Nicholas Hernandez,Middle East,2,Supplier,14396.79,1998-10-08,wwatkins@example.org
416,James Kim,Africa,2,Distributor,27213.91,1989-09-20,jhampton@example.net
417,Melissa Nelson,Europe,4,Manufacturer,25139.65,2013-07-03,timothyevans@example.net
418,Christopher Smith,Asia,3,Distributor,40834.7,2021-04-25,gtownsend@example.com
419,Reginald Carroll,Middle East,5,Supplier,29711.36,1988-01-11,caleb20@example.com
420,Michael Carpenter,Asia,2,Distributor,29266.08,2021-01-01,michael58@example.net
421,Martin Anderson,Africa,4,Manufacturer,43881.52,1974-11-07,sandyramirez@example.org
422,Joshua Harvey,Asia,5,Distributor,14713.72,2014-11-29,shammond@example.org
423,Brandon Barber,Africa,3,Supplier,44738.91,1989-08-11,keithhampton@example.com
424,Kaylee Barnes,Europe,1,Supplier,44827.79,1984-04-28,lorraineweaver@example.org
425,Leon Hunt,Europe,4,Distributor,26087.98,1996-12-07,lindsey38@example.com
426,Valerie Weiss,Middle East,1,Supplier,40509.83,1979-01-13,wendy83@example.com
427,Anna Cameron,Asia,5,Wholesaler,36156.63,2019-10-22,sheryl89@example.com
428,Robert Porter,Middle East,3,Supplier,37762.29,1980-05-30,james19@example.com
429,John Larsen,Europe,3,Distributor,30066.85,1995-06-04,christopher77@example.com
430,Luis Jacobs,Africa,2,Wholesaler,39679.93,2018-03-06,meganruiz@example.com
431,Karen Moore,North America,5,Wholesaler,32520.77,1998-07-10,kyle90@example.net
432,Diamond Young,Asia,3,Distributor,24817.7,1993-02-11,grantjeremiah@example.org
433,Amanda Graves,Africa,1,Wholesaler,28054.65,1985-11-13,castrojill@example.net
434,Brian Deleon,Europe,5,Supplier,18742.61,2020-08-28,robertocordova@example.com
435,Patricia Doyle,Middle East,3,Distributor,10664.48,2021-02-15,smithjennifer@example.org
436,Chad Montoya,North America,1,Supplier,30135.35,1970-06-23,brewershane@example.org
437,Katherine Allen,Africa,3,Manufacturer,22341.24,1970-01-20,paulabarrett@example.net
438,Victoria Castro,Africa,4,Manufacturer,15821.67,1990-09-05,frankmcintosh@example.org
439,Debbie Page MD,Africa,3,Wholesaler,27123.75,1995-07-15,hamiltonsandra@example.net
440,Anthony Mcneil,Africa,2,Distributor,39578.72,1971-12-20,simmonskimberly@example.org
441,Susan Hunt,North America,4,Wholesaler,23310.86,2004-06-24,porterdouglas@example.net
442,Stephanie Sanchez,Africa,4,Wholesaler,15582.62,1979-03-30,cwagner@example.com
443,James Harris,Europe,1,Distributor,24471.7,2013-05-24,riveraandrea@example.com
444,Lee Gaines,Asia,4,Distributor,11665.8,1986-12-09,fisherlori@example.com
445,Matthew Hansen,Asia,1,Wholesaler,23954.33,1996-06-25,elizabethfuller@example.com
446,Timothy Melton,Middle East,3,Distributor,15783.11,1982-04-11,claire44@example.org
447,Crystal Dodson,North America,2,Distributor,18602.45,2019-12-08,frankbarton@example.org
448,Megan Williams,Middle East,5,Wholesaler,48790.16,1979-01-06,imarsh@example.net
449,Kenneth Hogan,North America,3,Distributor,10024.91,1987-12-23,haroldkim@example.org
450,Richard Evans,North America,2,Wholesaler,38910.08,1980-10-28,floresbenjamin@example.org
451,Dan Smith,North America,5,Manufacturer,44190.78,1997-11-27,moniquebennett@example.net
452,Thomas Rogers,Middle East,3,Wholesaler,32974.88,1993-07-31,asandoval@example.org
453,Jose Hernandez,Middle East,4,Wholesaler,13167.72,1978-10-06,susan65@example.net
454,Hayley Shaw,North America,3,Supplier,29437.66,1971-05-08,sheri55@example.net
455,Morgan Barnes,Africa,2,Supplier,48953.18,1971-06-30,karen45@example.net
456,Timothy Morrison PhD,Europe,3,Distributor,20860.88,2014-10-02,bcunningham@example.net
457,Kevin Roth,North America,3,Distributor,22755.56,2025-04-05,ricardowilson@example.com
458,Robert Murray,Europe,2,Supplier,28494.27,2013-04-09,hsmith@example.com
459,Faith Maldonado,Africa,4,Manufacturer,38767.8,2014-05-11,tiffanyreyes@example.org
460,Sarah Marquez,North America,1,Distributor,20677.5,2018-05-23,vdavis@example.com
461,Savannah Bender,Europe,4,Distributor,27397.75,2005-09-15,johnsondarrell@example.org
462,Bonnie Conley,Europe,4,Wholesaler,29061.53,2009-02-11,valdezjames@example.org
463,Jason Martin,Europe,1,Wholesaler,37883.19,2009-05-22,kwood@example.net
464,Scott Hamilton,Asia,1,Distributor,44719.37,1977-08-07,erica89@example.net
465,Theresa Ortiz,Europe,5,Manufacturer,20727.58,2019-03-18,mnguyen@example.org
466,Elizabeth Norris,North America,4,Distributor,16272.38,2018-10-18,awilliams@example.org
467,Carlos Lowery,Middle East,3,Distributor,13336.38,2017-02-07,ddyer@example.org
468,Lisa Smith,Europe,3,Supplier,14497.08,1994-07-10,williamskimberly@example.com
469,Jeremy Sanchez,Middle East,3,Supplier,21274.92,2003-06-01,michaelwaters@example.net
470,Mr. Christian Allen,Asia,2,Manufacturer,41937.02,1990-09-23,hernandezrebecca@example.org
471,Morgan Underwood DDS,Asia,3,Distributor,43923.0,1982-07-06,wisejames@example.org
472,Stacey Singleton,North America,2,Manufacturer,22471.37,1988-02-28,kimberlysexton@example.net
473,James Combs,Asia,4,Manufacturer,44669.56,1973-12-31,carrolljermaine@example.org
474,Natalie Smith,Africa,2,Wholesaler,29391.71,1978-10-18,tinalee@example.org
475,Jacob Calhoun,Middle East,4,Manufacturer,17705.4,2016-03-21,johnsontheodore@example.com
476,Ronald Taylor,Middle East,2,Supplier,48771.06,2011-01-17,howehunter@example.com
477,Monica Parks,Asia,3,Wholesaler,34138.81,2012-04-28,bhayes@example.net
478,Morgan Williams MD,Africa,5,Wholesaler,13483.31,1999-08-12,michaelevans@example.com
479,Martin Tucker,Europe,2,Manufacturer,22561.5,1991-07-11,benjaminvaughn@example.net
480,Joel Potter,Europe,4,Distributor,14250.09,1973-08-31,carlosberg@example.org
481,Michelle Jones,Europe,2,Manufacturer,32718.13,1999-10-04,charlesbishop@example.org
482,Krystal Heath,North America,3,Distributor,46209.87,1985-10-22,joseph64@example.org
483,Tracy Cook MD,Europe,4,Manufacturer,21883.54,1977-08-10,sheppardbradley@example.net
484,Lynn Sanders,Africa,4,Wholesaler,24121.11,1974-02-01,lawsonlee@example.com
485,Deborah Beck,North America,2,Manufacturer,42754.44,1986-08-08,parkerbeth@example.org
486,Victoria Vaughan,Asia,3,Manufacturer,39480.02,1998-12-13,herreracory@example.org
487,Katherine Porter,Europe,1,Manufacturer,13094.79,1979-09-05,tkaiser@example.net
488,Lisa Spencer,Asia,4,Manufacturer,29795.33,2014-01-30,mprice@example.com
489,Rebecca Bentley,Europe,1,Distributor,23688.19,1989-06-21,garrisonanthony@example.com
490,Mrs. Susan Powell,Africa,4,Supplier,28797.33,1998-09-14,courtneycontreras@example.org
491,Cheryl Phillips,Middle East,4,Distributor,26840.36,1989-03-23,hodgemaria@example.com
492,Jessica Ramirez,Africa,2,Manufacturer,21473.35,1984-05-29,timothybrady@example.com
493,John Daniel,North America,2,Wholesaler,49464.25,1989-12-01,brent73@example.org
494,Jessica Carter,Middle East,5,Distributor,12394.6,1998-09-25,collinsmary@example.net
495,Michelle Harding,Africa,2,Manufacturer,21344.68,1990-01-02,samuel08@example.org
496,Scott Peterson,Europe,3,Distributor,45847.96,2007-04-27,jesus09@example.net
497,Timothy Hodges,Africa,3,Manufacturer,14097.25,1982-10-08,ygonzales@example.org
498,Jacob Gates,Asia,3,Distributor,27920.02,1997-04-27,jennifer17@example.net
499,Kristin Hurley,Middle East,4,Supplier,29049.41,2001-07-22,ediaz@example.com
500,Jessica Turner,Africa,5,Manufacturer,25340.4,1991-07-06,stevenward@example.com
